bucket	open	high	low	close	volume	count
2024-01-12T09:00:00+05:30	1359.9	1360.6	1345.75	1352.25	2244478	45
2024-01-12T10:00:00+05:30	1352.5	1364.95	1351.4	1364.5	2243942	60
2024-01-12T11:00:00+05:30	1363.6	1368.5	1363.35	1365.1	2122952	60
2024-01-12T12:00:00+05:30	1365.1	1372.2	1362.5	1370.8	1865666	60
2024-01-12T13:00:00+05:30	1370.9	1372.25	1367.0	1371.35	1674760	60
2024-01-12T14:00:00+05:30	1371.35	1373.0	1367.2	1370.8	2111836	60
2024-01-12T15:00:00+05:30	1370.8	1373.3	1367.4	1370.5	2535110	30
2024-01-15T09:00:00+05:30	1375.0	1379.6	1367.65	1368.0	1312232	45
2024-01-15T10:00:00+05:30	1368.25	1378.75	1366.0	1378.4	1053902	60
2024-01-15T11:00:00+05:30	1378.4	1389.2	1376.8	1386.2	1464840	60
2024-01-15T12:00:00+05:30	1386.1	1387.6	1382.0	1386.9	888416	60
2024-01-15T13:00:00+05:30	1386.9	1387.0	1383.8	1386.9	676814	60
2024-01-15T14:00:00+05:30	1386.9	1392.5	1386.1	1392.5	1363030	60
2024-01-15T15:00:00+05:30	1392.5	1396.45	1392.4	1393.0	1765058	30
2024-01-16T09:00:00+05:30	1390.0	1394.25	1383.0	1390.5	1451032	45
2024-01-16T10:00:00+05:30	1390.5	1396.3	1387.3	1391.45	1479944	60
2024-01-16T11:00:00+05:30	1391.45	1394.5	1390.0	1392.5	716422	60
2024-01-16T12:00:00+05:30	1392.5	1392.5	1386.0	1387.25	1252392	60
2024-01-16T13:00:00+05:30	1387.15	1388.35	1377.6	1384.3	1641966	60
2024-01-16T14:00:00+05:30	1384.3	1384.8	1376.4	1379.35	905562	60
2024-01-16T15:00:00+05:30	1379.0	1379.35	1370.5	1373.0	1551708	30
2024-01-17T09:00:00+05:30	1359.0	1386.3	1358.6	1372.35	3812660	45
2024-01-17T10:00:00+05:30	1372.35	1376.0	1367.5	1374.9	1514132	60
2024-01-17T11:00:00+05:30	1374.75	1376.3	1369.65	1371.15	969866	60
2024-01-17T12:00:00+05:30	1371.15	1372.65	1367.0	1367.7	1041992	60
2024-01-17T13:00:00+05:30	1368.1	1369.0	1361.8	1366.4	1094686	60
2024-01-17T14:00:00+05:30	1366.4	1368.0	1355.0	1359.5	1355412	60
2024-01-17T15:00:00+05:30	1359.3	1365.0	1358.05	1361.75	1991922	30
2024-01-18T09:00:00+05:30	1351.75	1371.0	1351.4	1355.15	2534400	45
2024-01-18T10:00:00+05:30	1355.5	1360.4	1351.25	1356.5	1352082	60
2024-01-18T11:00:00+05:30	1356.5	1361.6	1355.0	1359.6	885460	60
2024-01-18T12:00:00+05:30	1359.65	1361.4	1353.7	1359.45	959816	60
2024-01-18T13:00:00+05:30	1359.3	1365.9	1358.35	1365.5	979410	60
2024-01-18T14:00:00+05:30	1365.5	1369.95	1363.85	1368.4	1192382	60
2024-01-18T15:00:00+05:30	1368.4	1370.0	1363.75	1365.4	1853306	30
2024-01-19T09:00:00+05:30	1373.8	1376.0	1359.1	1364.5	2106332	45
2024-01-19T10:00:00+05:30	1364.5	1366.95	1361.0	1362.1	1280392	60
2024-01-19T11:00:00+05:30	1362.1	1364.9	1359.0	1363.5	1116740	60
2024-01-19T12:00:00+05:30	1363.5	1364.8	1360.0	1360.3	898104	60
2024-01-19T13:00:00+05:30	1360.2	1371.5	1360.2	1368.3	1637296	60
2024-01-19T14:00:00+05:30	1368.2	1371.0	1365.3	1368.55	1257474	60
2024-01-19T15:00:00+05:30	1368.55	1370.0	1366.1	1368.2	2033962	30
2024-01-20T09:00:00+05:30	1365.0	1377.5	1350.0	1364.8	1557906	45
2024-01-20T10:00:00+05:30	1364.8	1383.5	1361.1	1375.0	1758638	60
2024-01-20T11:00:00+05:30	1375.0	1376.9	1366.0	1369.4	995446	60
2024-01-20T12:00:00+05:30	1369.4	1374.95	1369.0	1371.8	429252	60
2024-01-20T13:00:00+05:30	1371.8	1372.0	1362.0	1366.45	568888	60
2024-01-20T14:00:00+05:30	1366.45	1366.95	1355.1	1357.75	1070886	60
2024-01-20T15:00:00+05:30	1357.7	1360.0	1352.5	1359.0	834624	30
2024-01-23T09:00:00+05:30	1371.75	1371.75	1357.9	1363.2	2568192	45
2024-01-23T10:00:00+05:30	1363.2	1363.3	1336.8	1339.5	2745720	60
2024-01-23T11:00:00+05:30	1339.5	1340.2	1329.0	1329.8	2129728	60
2024-01-23T12:00:00+05:30	1329.65	1333.0	1324.1	1326.0	2164054	60
2024-01-23T13:00:00+05:30	1325.9	1333.2	1325.0	1328.55	2966228	60
2024-01-23T14:00:00+05:30	1328.55	1331.8	1322.55	1323.95	3395648	60
2024-01-23T15:00:00+05:30	1323.8	1333.4	1323.75	1328.4	3604518	30
2024-01-24T09:00:00+05:30	1335.2	1335.2	1323.9	1332.5	5527700	45
2024-01-24T10:00:00+05:30	1332.95	1334.0	1328.5	1329.0	3946954	60
2024-01-24T11:00:00+05:30	1329.0	1332.6	1324.5	1331.6	2483266	60
2024-01-24T12:00:00+05:30	1331.6	1332.6	1327.5	1332.0	1769006	60
2024-01-24T13:00:00+05:30	1332.2	1334.7	1329.5	1331.25	2987678	60
2024-01-24T14:00:00+05:30	1331.25	1341.0	1331.0	1339.95	3037376	60
2024-01-24T15:00:00+05:30	1340.0	1349.5	1336.7	1347.45	2101496	30
2024-01-25T09:00:00+05:30	1342.95	1349.3	1338.3	1340.9	1337664	45
2024-01-25T10:00:00+05:30	1340.85	1342.75	1335.5	1336.65	769854	60
2024-01-25T11:00:00+05:30	1336.8	1347.9	1335.2	1346.0	1272528	60
2024-01-25T12:00:00+05:30	1345.95	1346.85	1341.5	1342.15	789376	60
2024-01-25T13:00:00+05:30	1342.7	1347.0	1341.2	1345.7	703872	60
2024-01-25T14:00:00+05:30	1345.7	1354.9	1345.3	1348.45	2144014	60
2024-01-25T15:00:00+05:30	1348.45	1364.15	1348.1	1355.5	4752980	30
2024-01-29T09:00:00+05:30	1364.5	1378.45	1360.2	1378.45	1859078	45
2024-01-29T10:00:00+05:30	1378.2	1393.5	1376.0	1391.9	2255598	60
2024-01-29T11:00:00+05:30	1392.0	1410.65	1391.35	1409.05	3117138	60
2024-01-29T12:00:00+05:30	1409.5	1426.5	1408.2	1422.8	3413722	60
2024-01-29T13:00:00+05:30	1423.0	1448.4	1422.45	1446.85	5114314	60
2024-01-29T14:00:00+05:30	1447.0	1452.2	1441.5	1443.8	4501232	60
2024-01-29T15:00:00+05:30	1443.7	1452.5	1443.5	1446.0	3329198	30
2024-01-30T09:00:00+05:30	1457.2	1460.0	1433.0	1437.7	3442630	45
2024-01-30T10:00:00+05:30	1437.7	1442.3	1423.65	1424.5	1429720	60
2024-01-30T11:00:00+05:30	1424.85	1438.5	1421.7	1431.6	1674784	60
2024-01-30T12:00:00+05:30	1431.6	1432.35	1424.3	1425.7	942576	60
2024-01-30T13:00:00+05:30	1425.7	1429.9	1423.5	1425.0	990682	60
2024-01-30T14:00:00+05:30	1425.0	1426.4	1410.4	1410.8	2274880	60
2024-01-30T15:00:00+05:30	1410.85	1412.5	1404.4	1409.1	3069396	30
2024-01-31T09:00:00+05:30	1404.0	1431.5	1402.5	1426.2	2340282	45
2024-01-31T10:00:00+05:30	1426.2	1428.95	1416.6	1428.2	1459604	60
2024-01-31T11:00:00+05:30	1428.1	1434.25	1422.5	1428.95	1952324	60
2024-01-31T12:00:00+05:30	1428.95	1431.5	1418.45	1420.1	1953324	60
2024-01-31T13:00:00+05:30	1419.7	1423.65	1415.7	1418.0	1808518	60
2024-01-31T14:00:00+05:30	1418.0	1424.15	1415.7	1420.65	1803082	60
2024-01-31T15:00:00+05:30	1420.7	1432.0	1420.7	1425.0	3664146	30
2024-02-01T09:00:00+05:30	1435.0	1435.0	1422.4	1428.4	2383874	45
2024-02-01T10:00:00+05:30	1428.0	1443.35	1426.25	1431.45	2385020	60
2024-02-01T11:00:00+05:30	1431.45	1435.7	1420.55	1431.75	1089002	60
2024-02-01T12:00:00+05:30	1431.95	1434.5	1426.6	1428.35	1265836	60
2024-02-01T13:00:00+05:30	1428.3	1428.5	1418.05	1422.3	2111198	60
2024-02-01T14:00:00+05:30	1422.4	1433.3	1422.3	1431.7	1460854	60
2024-02-01T15:00:00+05:30	1431.6	1431.6	1423.1	1425.75	2296104	30
2024-02-02T09:00:00+05:30	1436.2	1465.3	1433.2	1453.15	4180900	45
2024-02-02T10:00:00+05:30	1453.5	1459.3	1450.7	1456.1	1611768	60
2024-02-02T11:00:00+05:30	1456.1	1474.9	1456.1	1465.0	4563304	60
2024-02-02T12:00:00+05:30	1464.7	1468.75	1442.5	1447.9	3264582	60
2024-02-02T13:00:00+05:30	1447.85	1451.0	1442.5	1449.0	1437948	60
2024-02-02T14:00:00+05:30	1449.0	1456.45	1441.55	1455.9	2438236	60
2024-02-02T15:00:00+05:30	1455.9	1459.5	1454.0	1455.5	1969496	30
2024-02-05T09:00:00+05:30	1460.75	1461.9	1444.0	1460.0	1485988	45
2024-02-05T10:00:00+05:30	1460.0	1468.0	1451.95	1457.4	1568882	60
2024-02-05T11:00:00+05:30	1457.4	1462.5	1457.15	1461.0	841776	60
2024-02-05T12:00:00+05:30	1460.75	1466.45	1456.8	1465.6	751234	60
2024-02-05T13:00:00+05:30	1465.6	1470.5	1460.8	1463.45	800234	60
2024-02-05T14:00:00+05:30	1463.5	1463.5	1436.5	1436.95	1324770	60
2024-02-05T15:00:00+05:30	1433.6	1442.75	1431.5	1439.7	1936036	30
2024-02-06T09:00:00+05:30	1441.85	1441.85	1426.1	1430.5	1592484	45
2024-02-06T10:00:00+05:30	1430.45	1439.4	1419.8	1430.65	2158838	60
2024-02-06T11:00:00+05:30	1430.3	1435.0	1425.5	1434.8	709014	60
2024-02-06T12:00:00+05:30	1434.8	1437.0	1427.8	1428.8	645832	60
2024-02-06T13:00:00+05:30	1428.8	1434.3	1427.3	1429.05	1170858	60
2024-02-06T14:00:00+05:30	1429.1	1433.2	1423.2	1424.3	963076	60
2024-02-06T15:00:00+05:30	1424.35	1430.05	1424.35	1428.0	1593220	30
2024-02-07T09:00:00+05:30	1435.5	1439.5	1432.4	1438.1	1857666	45
2024-02-07T10:00:00+05:30	1438.3	1449.5	1435.5	1438.9	2328070	60
2024-02-07T11:00:00+05:30	1438.6	1439.0	1429.25	1432.25	1322416	60
2024-02-07T12:00:00+05:30	1431.95	1436.25	1429.75	1432.8	881288	60
2024-02-07T13:00:00+05:30	1432.6	1437.3	1431.05	1436.65	822818	60
2024-02-07T14:00:00+05:30	1437.1	1444.85	1436.6	1440.4	1241422	60
2024-02-07T15:00:00+05:30	1440.4	1443.7	1439.9	1442.5	750596	30
2024-02-08T09:00:00+05:30	1450.0	1450.0	1440.3	1442.0	2250900	45
2024-02-08T10:00:00+05:30	1441.65	1445.4	1434.9	1435.5	2083060	60
2024-02-08T11:00:00+05:30	1435.3	1442.5	1427.5	1439.3	2812402	60
2024-02-08T12:00:00+05:30	1439.3	1440.6	1434.2	1439.3	1680378	60
2024-02-08T13:00:00+05:30	1439.35	1443.45	1437.05	1442.8	1552154	60
2024-02-08T14:00:00+05:30	1442.9	1444.5	1437.1	1439.7	1610506	60
2024-02-08T15:00:00+05:30	1440.0	1459.5	1440.0	1457.5	2619276	30
2024-02-09T09:00:00+05:30	1454.0	1472.0	1453.5	1463.1	2805934	45
2024-02-09T10:00:00+05:30	1462.95	1468.3	1450.95	1454.6	2064570	60
2024-02-09T11:00:00+05:30	1454.35	1465.9	1453.0	1463.2	1679948	60
2024-02-09T12:00:00+05:30	1463.5	1469.0	1461.8	1465.8	1293538	60
2024-02-09T13:00:00+05:30	1465.8	1467.0	1459.5	1463.5	1227282	60
2024-02-09T14:00:00+05:30	1463.7	1464.9	1456.35	1459.0	1361904	60
2024-02-09T15:00:00+05:30	1458.95	1464.0	1458.0	1458.65	2004162	30
2024-02-12T09:00:00+05:30	1460.75	1461.0	1442.35	1446.6	1553962	45
2024-02-12T10:00:00+05:30	1446.85	1451.45	1442.75	1447.8	1119166	60
2024-02-12T11:00:00+05:30	1447.8	1452.9	1446.5	1448.1	675228	60
2024-02-12T12:00:00+05:30	1448.1	1451.5	1444.0	1448.85	998634	60
2024-02-12T13:00:00+05:30	1448.85	1456.0	1445.35	1454.0	716116	60
2024-02-12T14:00:00+05:30	1454.0	1461.0	1450.05	1451.0	893096	60
2024-02-12T15:00:00+05:30	1451.0	1455.7	1448.95	1452.0	692096	30
2024-02-13T09:00:00+05:30	1455.5	1463.3	1454.0	1460.9	1001584	45
2024-02-13T10:00:00+05:30	1460.85	1465.0	1458.95	1462.55	711976	60
2024-02-13T11:00:00+05:30	1462.55	1479.0	1461.5	1474.35	2194220	60
2024-02-13T12:00:00+05:30	1474.5	1476.0	1468.1	1470.85	962946	60
2024-02-13T13:00:00+05:30	1470.85	1474.0	1466.2	1467.5	664028	60
2024-02-13T14:00:00+05:30	1467.5	1467.95	1461.1	1462.3	986910	60
2024-02-13T15:00:00+05:30	1462.3	1468.5	1462.3	1462.55	1142140	30
2024-02-14T09:00:00+05:30	1458.15	1471.1	1457.5	1464.15	1297342	45
2024-02-14T10:00:00+05:30	1464.2	1467.3	1460.1	1466.2	717564	60
2024-02-14T11:00:00+05:30	1466.2	1466.95	1463.9	1464.7	510294	60
2024-02-14T12:00:00+05:30	1464.7	1474.5	1464.7	1473.0	1008696	60
2024-02-14T13:00:00+05:30	1473.0	1475.5	1471.5	1474.95	769284	60
2024-02-14T14:00:00+05:30	1475.0	1482.3	1474.0	1481.4	1721486	60
2024-02-14T15:00:00+05:30	1481.4	1483.65	1480.0	1481.0	1006674	30
2024-02-15T09:00:00+05:30	1484.0	1484.7	1472.0	1472.5	1324954	45
2024-02-15T10:00:00+05:30	1472.3	1480.3	1471.6	1474.9	1819670	60
2024-02-15T11:00:00+05:30	1474.5	1476.65	1468.1	1469.1	1006880	60
2024-02-15T12:00:00+05:30	1469.05	1471.8	1467.5	1471.35	704244	60
2024-02-15T13:00:00+05:30	1471.35	1477.2	1466.5	1477.2	1364568	60
2024-02-15T14:00:00+05:30	1477.2	1477.2	1467.9	1470.9	1655668	60
2024-02-15T15:00:00+05:30	1470.9	1473.2	1467.65	1472.25	2062750	30
2024-02-16T09:00:00+05:30	1476.5	1477.0	1467.2	1472.3	1593112	45
2024-02-16T10:00:00+05:30	1472.3	1476.2	1471.25	1472.8	1284356	60
2024-02-16T11:00:00+05:30	1472.5	1472.85	1464.1	1465.7	884762	60
2024-02-16T12:00:00+05:30	1465.7	1468.0	1461.5	1467.5	993836	60
2024-02-16T13:00:00+05:30	1467.5	1470.4	1461.0	1463.2	1207026	60
2024-02-16T14:00:00+05:30	1462.5	1464.0	1458.55	1460.0	1804746	60
2024-02-16T15:00:00+05:30	1460.0	1464.0	1459.05	1463.4	1914038	30
2024-02-19T09:00:00+05:30	1462.05	1469.1	1456.8	1457.1	866134	45
2024-02-19T10:00:00+05:30	1457.2	1462.5	1453.5	1461.85	678868	60
2024-02-19T11:00:00+05:30	1462.4	1466.0	1458.9	1460.7	659148	60
2024-02-19T12:00:00+05:30	1460.8	1463.6	1457.6	1463.15	835052	60
2024-02-19T13:00:00+05:30	1463.4	1472.5	1463.2	1469.4	1209802	60
2024-02-19T14:00:00+05:30	1469.5	1479.5	1468.1	1476.65	1496360	60
2024-02-19T15:00:00+05:30	1476.75	1479.5	1468.7	1469.5	953732	30
2024-02-20T09:00:00+05:30	1475.0	1475.5	1465.05	1467.1	1284304	45
2024-02-20T10:00:00+05:30	1467.45	1468.5	1462.65	1463.5	1185876	60
2024-02-20T11:00:00+05:30	1463.55	1471.0	1463.05	1469.9	767112	60
2024-02-20T12:00:00+05:30	1469.95	1472.0	1465.2	1465.25	664084	60
2024-02-20T13:00:00+05:30	1465.3	1470.5	1461.8	1470.1	820436	60
2024-02-20T14:00:00+05:30	1470.2	1471.9	1466.5	1467.8	827214	60
2024-02-20T15:00:00+05:30	1468.0	1472.5	1467.9	1470.7	1456512	30
2024-02-21T09:00:00+05:30	1474.0	1478.5	1470.65	1473.4	842396	45
2024-02-21T10:00:00+05:30	1473.8	1484.7	1472.5	1484.25	3082056	60
2024-02-21T11:00:00+05:30	1484.0	1488.5	1478.8	1482.8	1489914	60
2024-02-21T12:00:00+05:30	1482.8	1483.9	1475.5	1477.65	1954094	60
2024-02-21T13:00:00+05:30	1477.65	1478.45	1473.5	1475.7	1337596	60
2024-02-21T14:00:00+05:30	1475.6	1475.9	1457.55	1460.1	1810672	60
2024-02-21T15:00:00+05:30	1460.1	1474.5	1459.1	1466.0	2091428	30
2024-02-22T09:00:00+05:30	1468.15	1471.0	1458.0	1464.75	2645060	45
2024-02-22T10:00:00+05:30	1464.45	1471.4	1459.3	1468.8	2610238	60
2024-02-22T11:00:00+05:30	1468.65	1470.0	1461.7	1468.75	1244810	60
2024-02-22T12:00:00+05:30	1468.7	1471.95	1464.5	1466.55	1366400	60
2024-02-22T13:00:00+05:30	1466.5	1474.75	1463.4	1474.55	1882420	60
2024-02-22T14:00:00+05:30	1474.7	1484.95	1470.5	1483.4	3766714	60
2024-02-22T15:00:00+05:30	1483.3	1484.45	1479.55	1481.1	4920360	30
2024-02-23T09:00:00+05:30	1489.5	1490.5	1483.35	1489.4	1879146	45
2024-02-23T10:00:00+05:30	1489.4	1494.4	1485.1	1487.3	1971392	60
2024-02-23T11:00:00+05:30	1487.3	1489.5	1483.55	1487.8	954206	60
2024-02-23T12:00:00+05:30	1487.8	1491.65	1486.1	1490.0	1161484	60
2024-02-23T13:00:00+05:30	1489.8	1497.55	1488.7	1495.5	3097440	60
2024-02-23T14:00:00+05:30	1495.2	1497.5	1491.5	1496.0	2203372	60
2024-02-23T15:00:00+05:30	1495.9	1496.3	1490.05	1493.5	3038164	30
2024-02-26T09:00:00+05:30	1493.6	1494.5	1486.0	1487.4	1578894	45
2024-02-26T10:00:00+05:30	1487.4	1489.7	1482.5	1482.9	1690760	60
2024-02-26T11:00:00+05:30	1482.9	1487.25	1482.5	1485.0	916988	60
2024-02-26T12:00:00+05:30	1485.0	1488.2	1483.5	1485.9	618230	60
2024-02-26T13:00:00+05:30	1485.9	1489.0	1485.5	1487.4	772954	60
2024-02-26T14:00:00+05:30	1487.4	1489.2	1484.5	1485.75	660318	60
2024-02-26T15:00:00+05:30	1485.75	1489.4	1485.65	1487.55	1161314	30
2024-02-27T09:00:00+05:30	1483.0	1487.0	1478.05	1482.9	1222498	45
2024-02-27T10:00:00+05:30	1482.85	1485.7	1478.2	1485.0	1138350	60
2024-02-27T11:00:00+05:30	1485.0	1490.0	1484.2	1485.9	1058656	60
2024-02-27T12:00:00+05:30	1486.0	1499.95	1484.5	1498.4	1619634	60
2024-02-27T13:00:00+05:30	1498.4	1499.1	1487.4	1488.85	1662652	60
2024-02-27T14:00:00+05:30	1488.8	1490.75	1480.5	1487.35	1686606	60
2024-02-27T15:00:00+05:30	1487.35	1488.9	1482.95	1485.5	2374116	30
2024-02-28T09:00:00+05:30	1483.0	1491.3	1480.5	1485.55	962800	45
2024-02-28T10:00:00+05:30	1485.55	1487.5	1472.5	1472.9	1146564	60
2024-02-28T11:00:00+05:30	1472.05	1472.55	1457.8	1461.2	1337656	60
2024-02-28T12:00:00+05:30	1461.2	1466.4	1455.8	1455.8	985250	60
2024-02-28T13:00:00+05:30	1455.8	1465.0	1452.8	1462.1	969798	60
2024-02-28T14:00:00+05:30	1462.1	1464.0	1456.6	1457.95	940274	60
2024-02-28T15:00:00+05:30	1457.9	1461.0	1450.2	1457.5	2236536	30
2024-02-29T09:00:00+05:30	1464.95	1479.0	1464.5	1474.0	2738968	45
2024-02-29T10:00:00+05:30	1474.0	1477.5	1469.3	1470.8	1886718	60
2024-02-29T11:00:00+05:30	1470.5	1472.0	1459.2	1461.7	1654528	60
2024-02-29T12:00:00+05:30	1461.7	1464.0	1457.6	1459.45	1635930	60
2024-02-29T13:00:00+05:30	1459.4	1463.6	1456.9	1460.95	2204146	60
2024-02-29T14:00:00+05:30	1460.95	1469.6	1454.5	1467.1	2681254	60
2024-02-29T15:00:00+05:30	1467.15	1467.7	1455.1	1465.4	10631284	30
2024-03-01T09:00:00+05:30	1463.5	1470.0	1462.5	1469.1	1612880	45
2024-03-01T10:00:00+05:30	1469.1	1480.0	1465.0	1478.5	1579706	60
2024-03-01T11:00:00+05:30	1478.3	1488.5	1476.25	1484.1	1576134	60
2024-03-01T12:00:00+05:30	1484.0	1487.7	1482.4	1484.1	1169114	60
2024-03-01T13:00:00+05:30	1484.1	1488.25	1482.0	1487.1	1127684	60
2024-03-01T14:00:00+05:30	1487.4	1500.0	1484.0	1496.0	3168714	60
2024-03-01T15:00:00+05:30	1496.15	1496.8	1487.7	1488.5	1834158	30
2024-03-02T09:00:00+05:30	1492.4	1500.45	1488.0	1497.0	431662	45
2024-03-02T11:00:00+05:30	1497.0	1498.5	1492.5	1492.55	87706	30
2024-03-02T12:00:00+05:30	1492.5	1493.0	1489.3	1490.5	179434	30
2024-03-04T09:00:00+05:30	1491.1	1496.5	1487.2	1494.4	1279348	45
2024-03-04T10:00:00+05:30	1494.4	1499.9	1494.0	1495.5	1255862	60
2024-03-04T11:00:00+05:30	1495.5	1507.35	1494.6	1504.3	2183502	60
2024-03-04T12:00:00+05:30	1504.3	1505.4	1497.55	1500.6	820688	60
2024-03-04T13:00:00+05:30	1500.7	1503.4	1498.7	1502.5	1147646	60
2024-03-04T14:00:00+05:30	1502.5	1512.45	1502.15	1508.5	1998014	60
2024-03-04T15:00:00+05:30	1508.7	1509.95	1504.0	1505.0	1272344	30
2024-03-05T09:00:00+05:30	1505.8	1507.4	1492.6	1494.5	1113138	45
2024-03-05T10:00:00+05:30	1494.5	1495.0	1486.05	1494.5	1567938	60
2024-03-05T11:00:00+05:30	1494.5	1495.9	1489.15	1495.0	858982	60
2024-03-05T12:00:00+05:30	1494.95	1499.0	1492.5	1498.9	717508	60
2024-03-05T13:00:00+05:30	1498.9	1502.5	1495.1	1498.5	743860	60
2024-03-05T14:00:00+05:30	1498.55	1505.0	1496.5	1503.55	819980	60
2024-03-05T15:00:00+05:30	1503.65	1504.95	1496.0	1498.5	1209520	30
2024-03-06T09:00:00+05:30	1493.45	1509.0	1493.45	1500.8	1756684	45
2024-03-06T10:00:00+05:30	1500.8	1500.8	1489.6	1491.5	700606	60
2024-03-06T11:00:00+05:30	1491.4	1493.3	1481.0	1481.75	818356	60
2024-03-06T12:00:00+05:30	1481.8	1484.3	1478.5	1482.75	723234	60
2024-03-06T13:00:00+05:30	1482.75	1496.5	1481.5	1495.7	792818	60
2024-03-06T14:00:00+05:30	1495.8	1502.0	1492.95	1498.0	1254882	60
2024-03-06T15:00:00+05:30	1498.1	1504.95	1498.0	1501.4	1554662	30
2024-03-07T09:00:00+05:30	1502.0	1503.1	1493.15	1496.4	1005766	45
2024-03-07T10:00:00+05:30	1496.4	1499.5	1485.5	1489.05	1318954	60
2024-03-07T11:00:00+05:30	1489.4	1494.0	1487.8	1490.9	417570	60
2024-03-07T12:00:00+05:30	1490.9	1492.95	1486.35	1487.5	550748	60
2024-03-07T13:00:00+05:30	1487.8	1489.8	1484.3	1485.55	1162448	60
2024-03-07T14:00:00+05:30	1485.6	1486.5	1479.1	1480.15	1216814	60
2024-03-07T15:00:00+05:30	1480.2	1480.8	1475.55	1478.5	2522602	30
2024-03-11T09:00:00+05:30	1489.0	1489.0	1478.9	1487.5	1771784	45
2024-03-11T10:00:00+05:30	1487.5	1488.95	1480.0	1482.2	885642	60
2024-03-11T11:00:00+05:30	1482.2	1484.5	1480.0	1480.15	777972	60
2024-03-11T12:00:00+05:30	1479.6	1479.85	1471.7	1473.65	774784	60
2024-03-11T13:00:00+05:30	1473.6	1479.25	1472.35	1475.9	715778	60
2024-03-11T14:00:00+05:30	1475.9	1476.3	1467.5	1474.0	1329040	60
2024-03-11T15:00:00+05:30	1474.05	1474.95	1463.5	1465.0	4266446	30
2024-03-12T09:00:00+05:30	1466.6	1486.8	1465.0	1483.0	2505874	45
2024-03-12T10:00:00+05:30	1482.5	1488.0	1478.6	1481.6	1493134	60
2024-03-12T11:00:00+05:30	1481.6	1482.5	1475.2	1479.05	1352576	60
2024-03-12T12:00:00+05:30	1479.05	1482.55	1477.55	1478.0	1109476	60
2024-03-12T13:00:00+05:30	1478.0	1481.7	1477.55	1479.35	575960	60
2024-03-12T14:00:00+05:30	1479.35	1480.05	1468.35	1469.55	813596	60
2024-03-12T15:00:00+05:30	1469.55	1477.9	1468.55	1476.75	1492520	30
2024-03-13T09:00:00+05:30	1479.8	1483.1	1467.5	1473.4	1082534	45
2024-03-13T10:00:00+05:30	1473.2	1474.9	1465.2	1468.25	882816	60
2024-03-13T11:00:00+05:30	1468.4	1471.2	1451.7	1453.8	918836	60
2024-03-13T12:00:00+05:30	1454.25	1458.5	1448.1	1456.2	1134222	60
2024-03-13T13:00:00+05:30	1456.2	1456.7	1446.8	1450.9	1049104	60
2024-03-13T14:00:00+05:30	1450.9	1452.3	1430.6	1431.8	2571506	60
2024-03-13T15:00:00+05:30	1432.0	1437.45	1427.8	1437.0	5801144	30
2024-03-14T09:00:00+05:30	1439.7	1448.5	1434.0	1440.0	3489802	45
2024-03-14T10:00:00+05:30	1440.0	1444.35	1438.0	1440.7	1432698	60
2024-03-14T11:00:00+05:30	1440.7	1441.65	1425.5	1441.05	3171592	60
2024-03-14T12:00:00+05:30	1440.8	1443.8	1438.1	1438.5	1659872	60
2024-03-14T13:00:00+05:30	1439.1	1439.75	1433.0	1433.35	1194350	60
2024-03-14T14:00:00+05:30	1433.3	1434.5	1427.55	1429.9	2432920	60
2024-03-14T15:00:00+05:30	1429.85	1438.5	1425.7	1435.0	4932456	30
2024-03-15T09:00:00+05:30	1425.95	1433.2	1425.5	1426.1	1101792	45
2024-03-15T10:00:00+05:30	1426.0	1431.0	1422.5	1426.0	801210	60
2024-03-15T11:00:00+05:30	1426.0	1427.7	1419.0	1420.5	740082	60
2024-03-15T12:00:00+05:30	1420.5	1423.4	1417.55	1420.85	820460	60
2024-03-15T13:00:00+05:30	1420.95	1423.3	1418.25	1420.0	1279216	60
2024-03-15T14:00:00+05:30	1420.0	1423.5	1416.0	1423.45	1667044	60
2024-03-15T15:00:00+05:30	1424.0	1424.3	1412.9	1419.1	12755280	30
2024-03-18T09:00:00+05:30	1420.0	1427.5	1416.5	1423.5	1375300	45
2024-03-18T10:00:00+05:30	1423.6	1431.8	1422.5	1424.95	1299924	60
2024-03-18T11:00:00+05:30	1424.95	1425.9	1417.2	1420.65	959734	60
2024-03-18T12:00:00+05:30	1420.65	1428.7	1419.9	1426.5	853750	60
2024-03-18T13:00:00+05:30	1426.5	1430.8	1425.3	1429.7	1477154	60
2024-03-18T14:00:00+05:30	1429.7	1439.5	1429.1	1438.25	1695058	60
2024-03-18T15:00:00+05:30	1438.25	1441.7	1436.9	1437.0	1470584	30
2024-03-19T09:00:00+05:30	1428.75	1437.6	1420.65	1421.8	1263448	45
2024-03-19T10:00:00+05:30	1421.2	1424.2	1419.15	1422.0	909716	60
2024-03-19T11:00:00+05:30	1422.0	1422.0	1417.25	1419.4	689860	60
2024-03-19T12:00:00+05:30	1419.4	1424.4	1417.5	1423.5	875270	60
2024-03-19T13:00:00+05:30	1423.5	1428.3	1421.7	1425.5	1028434	60
2024-03-19T14:00:00+05:30	1425.5	1428.7	1423.0	1425.4	1209464	60
2024-03-19T15:00:00+05:30	1425.0	1428.05	1422.55	1424.6	2230344	30
2024-03-20T09:00:00+05:30	1427.95	1436.7	1424.0	1430.6	1220760	45
2024-03-20T10:00:00+05:30	1430.6	1434.3	1428.5	1430.0	1453310	60
