timestamp	open	high	low	close	volume	oi
2024-03-07T15:29:00+05:30	1478.5	1480.75	1478.5	1478.5	43408	0
2024-03-07T15:28:00+05:30	1478.3	1478.95	1477.9	1478.5	54210	0
2024-03-07T15:27:00+05:30	1478.0	1478.7	1477.9	1478.3	78776	0
2024-03-07T15:26:00+05:30	1477.5	1478.0	1477.5	1478.0	59062	0
2024-03-07T15:25:00+05:30	1476.7	1477.65	1476.4	1477.5	85328	0
2024-03-07T15:24:00+05:30	1477.5	1477.5	1476.55	1476.75	66504	0
2024-03-07T15:23:00+05:30	1478.0	1478.0	1477.35	1477.5	55866	0
2024-03-07T15:22:00+05:30	1478.65	1479.1	1477.8	1478.0	56410	0
2024-03-07T15:21:00+05:30	1476.5	1479.45	1476.4	1478.6	96660	0
2024-03-07T15:20:00+05:30	1478.25	1478.25	1475.55	1476.4	133498	0
2024-03-07T15:19:00+05:30	1478.6	1478.6	1477.85	1478.2	101052	0
2024-03-07T15:18:00+05:30	1479.05	1479.1	1478.5	1478.55	61438	0
2024-03-07T15:17:00+05:30	1479.7	1479.7	1478.8	1479.1	66206	0
2024-03-07T15:16:00+05:30	1480.0	1480.1	1479.4	1479.7	93998	0
2024-03-07T15:15:00+05:30	1480.1	1480.5	1479.9	1480.0	77894	0
2024-03-07T15:14:00+05:30	1479.6	1480.2	1479.4	1480.05	100242	0
2024-03-07T15:13:00+05:30	1480.4	1480.4	1479.5	1479.6	66552	0
2024-03-07T15:12:00+05:30	1480.5	1480.5	1480.4	1480.4	61286	0
2024-03-07T15:11:00+05:30	1480.5	1480.5	1480.4	1480.5	65998	0
2024-03-07T15:10:00+05:30	1480.0	1480.6	1480.0	1480.6	68846	0
2024-03-07T15:09:00+05:30	1480.1	1480.8	1480.0	1480.0	97758	0
2024-03-07T15:08:00+05:30	1479.0	1480.5	1478.5	1480.45	106442	0
2024-03-07T15:07:00+05:30	1479.9	1479.9	1478.4	1479.0	85182	0
2024-03-07T15:06:00+05:30	1478.4	1480.0	1478.4	1479.9	82318	0
2024-03-07T15:05:00+05:30	1479.75	1480.0	1478.4	1478.5	90816	0
2024-03-07T15:04:00+05:30	1479.9	1479.95	1479.2	1479.7	88776	0
2024-03-07T15:03:00+05:30	1478.45	1480.0	1477.9	1479.85	140494	0
2024-03-07T15:02:00+05:30	1478.8	1479.0	1477.5	1478.45	129810	0
2024-03-07T15:01:00+05:30	1478.4	1480.0	1478.4	1479.0	110678	0
2024-03-07T15:00:00+05:30	1480.2	1480.25	1478.5	1478.7	97094	0
2024-03-07T14:59:00+05:30	1480.05	1480.2	1479.8	1480.15	16334	0
