timestamp	open	high	low	close	volume	oi
2025-10-30T15:29:00+05:30	1489.0	1490.0	1488.0	1489.5	11969	0
2025-10-30T15:28:00+05:30	1489.9	1490.0	1489.0	1489.5	18257	0
2025-10-30T15:27:00+05:30	1490.0	1490.4	1489.6	1489.8	63625	0
2025-10-30T15:26:00+05:30	1489.8	1490.0	1489.7	1489.9	38106	0
2025-10-30T15:25:00+05:30	1489.3	1490.0	1489.1	1489.7	31640	0
2025-10-30T15:24:00+05:30	1489.4	1489.8	1489.0	1489.6	42502	0
2025-10-30T15:23:00+05:30	1489.2	1489.5	1488.6	1489.4	29779	0
2025-10-30T15:22:00+05:30	1488.4	1489.4	1488.0	1488.7	48067	0
2025-10-30T15:21:00+05:30	1489.8	1489.8	1488.3	1488.5	49784	0
2025-10-30T15:20:00+05:30	1489.7	1489.8	1488.6	1489.6	52071	0
2025-10-30T15:19:00+05:30	1489.0	1490.3	1488.8	1489.7	91588	0
2025-10-30T15:18:00+05:30	1488.5	1489.4	1488.3	1489.0	44203	0
2025-10-30T15:17:00+05:30	1488.5	1489.0	1488.2	1488.4	54930	0
2025-10-30T15:16:00+05:30	1488.4	1488.6	1488.1	1488.2	46298	0
2025-10-30T15:15:00+05:30	1488.1	1488.7	1488.1	1488.2	46324	0
2025-10-30T15:14:00+05:30	1490.0	1490.0	1488.0	1488.1	87443	0
2025-10-30T15:13:00+05:30	1489.0	1490.0	1488.8	1489.8	84316	0
2025-10-30T15:12:00+05:30	1489.5	1489.6	1488.6	1489.0	97185	0
2025-10-30T15:11:00+05:30	1487.4	1490.2	1487.3	1489.5	264214	0
2025-10-30T15:10:00+05:30	1487.4	1487.5	1486.7	1487.4	61779	0
2025-10-30T15:09:00+05:30	1487.8	1488.0	1487.2	1487.3	38799	0
2025-10-30T15:08:00+05:30	1488.2	1488.5	1487.2	1487.9	72869	0
2025-10-30T15:07:00+05:30	1487.8	1488.9	1487.7	1488.2	166909	0
2025-10-30T15:06:00+05:30	1486.3	1488.0	1486.2	1488.0	52772	0
2025-10-30T15:05:00+05:30	1487.8	1487.8	1485.7	1486.3	154339	0
2025-10-30T15:04:00+05:30	1488.3	1489.2	1487.4	1487.8	64316	0
2025-10-30T15:03:00+05:30	1487.3	1489.2	1487.0	1488.6	68086	0
2025-10-30T15:02:00+05:30	1490.4	1490.4	1486.3	1487.4	162081	0
2025-10-30T15:01:00+05:30	1488.9	1490.5	1488.8	1490.4	138177	0
2025-10-30T15:00:00+05:30	1485.6	1488.9	1485.4	1488.9	82344	0
2025-10-30T14:59:00+05:30	1485.4	1485.9	1485.3	1485.6	8599	0
2025-10-30T14:58:00+05:30	1485.6	1485.9	1485.1	1485.4	9713	0
2025-10-30T14:57:00+05:30	1484.4	1485.9	1484.3	1485.2	22314	0
2025-10-30T14:56:00+05:30	1484.4	1485.0	1484.0	1484.4	66538	0
2025-10-30T14:55:00+05:30	1485.4	1485.5	1484.3	1484.7	88906	0
2025-10-30T14:54:00+05:30	1486.7	1486.9	1485.0	1485.4	25979	0
2025-10-30T14:53:00+05:30	1486.2	1486.9	1485.8	1486.7	8146	0
2025-10-30T14:52:00+05:30	1486.2	1486.3	1485.2	1486.2	25985	0
2025-10-30T14:51:00+05:30	1486.9	1487.0	1486.0	1486.2	19217	0
2025-10-30T14:50:00+05:30	1487.3	1487.3	1486.5	1486.9	6166	0
2025-10-30T14:49:00+05:30	1487.3	1487.6	1486.3	1487.3	16918	0
2025-10-30T14:48:00+05:30	1486.7	1487.3	1486.2	1487.3	12910	0
2025-10-30T14:47:00+05:30	1487.9	1488.2	1486.5	1486.7	23948	0
2025-10-30T14:46:00+05:30	1488.4	1488.6	1487.2	1487.9	37447	0
2025-10-30T14:45:00+05:30	1489.0	1489.8	1488.2	1488.4	81028	0
2025-10-30T14:44:00+05:30	1488.9	1489.9	1488.5	1489.0	72346	0
2025-10-30T14:43:00+05:30	1488.0	1488.9	1487.3	1488.9	19536	0
2025-10-30T14:42:00+05:30	1488.1	1488.1	1487.4	1488.0	33689	0
2025-10-30T14:41:00+05:30	1488.4	1489.0	1487.9	1488.1	16567	0
2025-10-30T14:40:00+05:30	1487.7	1488.5	1486.8	1488.5	36487	0
2025-10-30T14:39:00+05:30	1488.0	1488.0	1486.8	1487.7	90061	0
2025-10-30T14:38:00+05:30	1489.0	1489.0	1487.5	1488.0	40957	0
2025-10-30T14:37:00+05:30	1489.8	1490.0	1488.5	1488.7	32117	0
